Date,Invoice No,Product Name,Category,Batch No,Expiry Date,Quantity,Unit Price,Total Sales,Distributor,City,Branch,Sales Rep,Payment Status
2025-02-06 00:00:00,INV-7873,Azithromycin 250mg,Capsule,B-12,2025-07-21,838,95.1,79693.79999999999,Medico Supplies,Ahmedabad,Branch B,Amit,Partial
2025-01-22 00:00:00,INV-9933,Ibuprofen 400mg,Syrup,B-47,2025-02-06,266,97.59,25958.940000000002,HealthPlus,Ahmedabad,Branch A,Neha,Pending
2025-10-05 00:00:00,INV-5019,Ibuprofen 400mg,Syrup,B-44,2025-11-17,255,58.2,14841.0,HealthPlus,Vadodara,Branch B,Neha,Partial
2025-08-21 00:00:00,INV-6313,Paracetamol 500mg,Tablet,B-49,2025-04-26,349,16.21,5657.29,Medico Supplies,Vadodara,Branch B,Priya,Partial
2025-10-04 00:00:00,INV-4402,Ibuprofen 400mg,Capsule,B-50,2025-09-12,833,4.06,3381.9799999999996,HealthPlus,Vadodara,Branch B,Amit,
2025-05-30 00:00:00,INV-1069,Azithromycin 250mg,Tablet,B-25,2025-11-04,928,71.81,66639.68000000001,HealthPlus,Ahmedabad,Branch B,Neha,Pending
2025-02-04 00:00:00,INV-1458,Cough Syrup,Capsule,B-26,2025-06-04,6,19.59,117.53999999999999,Care Distributors,Vadodara,Branch A,Raj,
2025-02-22 00:00:00,INV-1572,Paracetamol 500mg,Tablet,B-23,2025-03-23,43,60.93,,Medico Supplies,Vadodara,Branch B,Priya,Pending
2025-04-25 00:00:00,INV-9499,Cough Syrup,Tablet,B-26,2025-03-25,462,63.11,29156.82,Medico Supplies,Ahmedabad,Branch A,Priya,Pending
2025-06-20 00:00:00,INV-1068,Paracetamol 500mg,Tablet,B-11,2025-06-25,854,7.87,6720.9800000000005,HealthPlus,Vadodara,Branch A,Raj,Pending
2025-06-28 00:00:00,INV-4854,Azithromycin 250mg,Tablet,B-3,2025-01-03,863,75.85,65458.549999999996,Care Distributors,Ahmedabad,Branch A,Priya,
2025-11-23 00:00:00,INV-6718,Cough Syrup,Capsule,B-18,2025-07-05,165,4.32,712.8000000000001,Medico Supplies,Vadodara,Branch A,Priya,
2025-04-20 00:00:00,INV-6580,Azithromycin 250mg,Syrup,B-38,2025-02-01,990,44.61,44163.9,ABC Pharma,Ahmedabad,Branch A,Priya,Pending
2025-02-14 00:00:00,INV-4642,Azithromycin 250mg,Capsule,B-50,2025-09-28,488,37.77,18431.760000000002,Care Distributors,Vadodara,Branch B,Priya,
2025-12-05 00:00:00,INV-1062,Ibuprofen 400mg,Tablet,B-16,2025-11-28,138,59.43,8201.34,Care Distributors,Vadodara,Branch A,Raj,Partial
2025-02-09 00:00:00,INV-2130,Azithromycin 250mg,Capsule,B-38,2025-02-20,943,35.63,33599.090000000004,Care Distributors,Ahmedabad,Branch A,Raj,Partial
,INV-6176,Vitamin D Capsules,Tablet,B-11,2025-02-28,145,5.92,858.4,Care Distributors,Vadodara,Branch B,Amit,Pending
2025-10-02 00:00:00,INV-7972,Cough Syrup,Syrup,B-30,2025-03-01,951,4.68,4450.679999999999,Medico Supplies,Vadodara,Branch B,Neha,
2025-05-09 00:00:00,INV-9994,Vitamin D Capsules,Tablet,B-47,2025-10-04,997,80.44,80198.68,Medico Supplies,Vadodara,Branch A,Amit,
2025-08-15 00:00:00,INV-1069,Vitamin D Capsules,Tablet,B-37,2025-01-13,387,72.05,27883.35,Care Distributors,Vadodara,Branch A,Neha,
2025-12-22 00:00:00,INV-1234,Azithromycin 250mg,Capsule,B-24,2025-01-15,415,40.74,16907.100000000002,Medico Supplies,Vadodara,Branch B,Amit,
2025-10-31 00:00:00,INV-8813,Vitamin D Capsules,Syrup,B-8,2025-06-13,645,69.56,44866.200000000004,ABC Pharma,Ahmedabad,Branch A,Neha,Paid
2025-04-14 00:00:00,INV-8134,Ibuprofen 400mg,Tablet,B-35,2025-04-12,427,14.18,6054.86,Care Distributors,Ahmedabad,Branch A,Raj,
2025-11-12 00:00:00,INV-2687,Paracetamol 500mg,Capsule,B-29,2025-06-03,527,24.18,12742.86,Medico Supplies,Ahmedabad,Branch B,Amit,
2025-05-27 00:00:00,INV-2597,Ibuprofen 400mg,Syrup,B-16,2025-03-20,856,94.51,80900.56,Care Distributors,Ahmedabad,Branch B,Priya,Pending
2025-10-21 00:00:00,INV-2758,Paracetamol 500mg,Syrup,B-27,2025-06-15,532,86.53,46033.96,ABC Pharma,Vadodara,Branch A,Raj,Pending
2025-10-05 00:00:00,INV-7298,Ibuprofen 400mg,Tablet,B-32,2025-07-21,839,17.15,14388.849999999999,HealthPlus,Vadodara,Branch A,Amit,Partial
2025-09-04 00:00:00,INV-7947,Vitamin D Capsules,Tablet,B-20,2025-11-02,264,71.26,18812.640000000003,Care Distributors,Vadodara,Branch A,Neha,
2025-05-05 00:00:00,INV-4999,Ibuprofen 400mg,Tablet,B-31,2025-07-20,844,83.85,70769.4,ABC Pharma,Vadodara,Branch A,Neha,Paid
2025-04-30 00:00:00,INV-7766,Vitamin D Capsules,Tablet,B-19,2025-12-29,312,4.24,,ABC Pharma,Vadodara,Branch A,Amit,Partial
2025-07-02 00:00:00,INV-8835,Paracetamol 500mg,Capsule,B-40,2025-04-04,666,29.53,19666.98,HealthPlus,Ahmedabad,Branch A,Priya,Paid
2025-12-30 00:00:00,INV-1180,Vitamin D Capsules,Tablet,B-42,2025-03-26,221,41.5,9171.5,Medico Supplies,Vadodara,Branch A,Priya,
,INV-6475,Cough Syrup,Tablet,B-44,2025-11-27,90,22.89,2060.1,HealthPlus,Vadodara,Branch A,Amit,Pending
2025-11-09 00:00:00,INV-6525,Cough Syrup,Capsule,B-13,2025-09-05,6,91.55,549.3,HealthPlus,Ahmedabad,Branch A,Priya,Paid
2025-03-31 00:00:00,INV-4809,Paracetamol 500mg,Capsule,B-34,2025-08-05,456,12.53,5713.679999999999,ABC Pharma,Ahmedabad,Branch B,Raj,Partial
2025-08-11 00:00:00,INV-8666,Paracetamol 500mg,Tablet,B-7,2025-02-27,387,52.94,20487.78,Medico Supplies,Vadodara,Branch B,Neha,Partial
2025-03-13 00:00:00,INV-3223,Azithromycin 250mg,Tablet,B-27,2025-05-27,623,50.71,31592.33,ABC Pharma,Vadodara,Branch B,Priya,Paid
2025-12-21 00:00:00,INV-1349,Vitamin D Capsules,Capsule,B-35,2025-05-29,215,4.74,,ABC Pharma,Ahmedabad,Branch B,Neha,Partial
2025-12-10 00:00:00,INV-6232,Cough Syrup,Tablet,B-24,2025-10-23,875,61.38,53707.5,Medico Supplies,Vadodara,Branch B,Amit,Partial
2025-07-29 00:00:00,INV-6110,Cough Syrup,Capsule,B-40,2025-06-02,713,98.07,69923.90999999999,HealthPlus,Vadodara,Branch B,Amit,Partial
2025-08-15 00:00:00,INV-6551,Paracetamol 500mg,Syrup,B-15,2025-10-13,549,50.31,27620.190000000002,HealthPlus,Vadodara,Branch B,Priya,
2025-01-15 00:00:00,INV-7926,Paracetamol 500mg,Tablet,B-23,2025-02-04,572,91.73,,Care Distributors,Vadodara,Branch A,Neha,
2025-10-29 00:00:00,INV-3590,Azithromycin 250mg,Capsule,B-10,2025-09-16,398,48.71,19386.58,HealthPlus,Ahmedabad,Branch B,Neha,Paid
2025-04-14 00:00:00,INV-2106,Cough Syrup,Tablet,B-43,2025-04-06,293,87.2,25549.600000000002,HealthPlus,Ahmedabad,Branch B,Raj,Paid
2025-05-12 00:00:00,INV-7481,Vitamin D Capsules,Tablet,B-26,2025-06-30,354,52.98,18754.92,HealthPlus,Ahmedabad,Branch B,Raj,Paid
2025-08-26 00:00:00,INV-8610,Ibuprofen 400mg,Syrup,B-33,2025-05-23,415,92.58,38420.7,Care Distributors,Ahmedabad,Branch B,Priya,Pending
2025-01-20 00:00:00,INV-4437,Paracetamol 500mg,Capsule,B-26,2025-03-21,879,70.32,61811.27999999999,Medico Supplies,Vadodara,Branch B,Priya,Partial
2025-11-04 00:00:00,INV-6228,Paracetamol 500mg,Syrup,B-13,2025-01-08,958,60.7,58150.600000000006,Medico Supplies,Vadodara,Branch A,Priya,Partial
2025-02-17 00:00:00,INV-7809,Azithromycin 250mg,Tablet,B-25,2025-12-26,141,69.05,,Medico Supplies,Ahmedabad,Branch A,Amit,
2025-02-19 00:00:00,INV-2988,Paracetamol 500mg,Capsule,B-47,2025-04-12,878,61.7,54172.600000000006,ABC Pharma,Ahmedabad,Branch A,Neha,
2025-11-15 00:00:00,INV-1354,Ibuprofen 400mg,Syrup,B-18,2025-09-27,117,24.24,2836.08,Medico Supplies,Vadodara,Branch B,Priya,Pending
2025-02-12 00:00:00,INV-2193,Azithromycin 250mg,Tablet,B-50,2025-11-15,363,8.17,2965.71,Care Distributors,Vadodara,Branch B,Neha,Partial
2025-01-12 00:00:00,INV-3675,Ibuprofen 400mg,Capsule,B-48,2025-07-01,791,6.1,4825.099999999999,HealthPlus,Ahmedabad,Branch A,Amit,Partial
2025-02-27 00:00:00,INV-1180,Vitamin D Capsules,Syrup,B-13,2025-10-27,743,31.23,23203.89,Care Distributors,Vadodara,Branch B,Priya,Pending
2025-11-21 00:00:00,INV-9322,Azithromycin 250mg,Syrup,B-43,2025-05-16,457,39.71,18147.47,ABC Pharma,Ahmedabad,Branch A,Amit,Partial
2025-11-24 00:00:00,INV-2729,Paracetamol 500mg,Capsule,B-38,2025-07-07,762,1.01,769.62,Medico Supplies,Ahmedabad,Branch B,Amit,Pending
2025-04-06 00:00:00,INV-9896,Ibuprofen 400mg,Syrup,B-17,2025-04-28,650,68.87,44765.5,Care Distributors,Vadodara,Branch A,Priya,Partial
2025-12-12 00:00:00,INV-3042,Azithromycin 250mg,Syrup,B-16,2025-12-12,122,74.54,9093.880000000001,Care Distributors,Vadodara,Branch B,Neha,Partial
2025-08-11 00:00:00,INV-9315,Vitamin D Capsules,Syrup,B-50,2025-08-21,37,85.25,3154.25,Medico Supplies,Vadodara,Branch A,Priya,Partial
2025-10-22 00:00:00,INV-1793,Cough Syrup,Capsule,B-32,2025-06-19,503,21.38,10754.14,HealthPlus,Ahmedabad,Branch B,Amit,
2025-09-23 00:00:00,INV-9157,Azithromycin 250mg,Capsule,B-44,2025-06-06,712,36.83,26222.96,ABC Pharma,Ahmedabad,Branch A,Neha,Partial
2025-10-15 00:00:00,INV-4174,Ibuprofen 400mg,Tablet,B-45,2025-11-18,631,77.77,49072.869999999995,ABC Pharma,Ahmedabad,Branch A,Priya,Partial
2025-05-12 00:00:00,INV-4218,Ibuprofen 400mg,Capsule,B-48,2025-07-18,435,62.32,27109.2,ABC Pharma,Vadodara,Branch A,Raj,Pending
2025-03-31 00:00:00,INV-2350,Vitamin D Capsules,Syrup,B-21,2025-01-12,919,48.21,,Medico Supplies,Ahmedabad,Branch A,Priya,
2025-05-05 00:00:00,INV-1882,Cough Syrup,Tablet,B-17,2025-01-08,434,8.65,3754.1000000000004,ABC Pharma,Ahmedabad,Branch A,Neha,Pending
2025-06-11 00:00:00,INV-7612,Cough Syrup,Syrup,B-35,2025-06-27,222,60.11,13344.42,ABC Pharma,Vadodara,Branch A,Amit,Paid
2025-11-18 00:00:00,INV-6341,Paracetamol 500mg,Capsule,B-38,2025-11-03,390,55.92,21808.8,ABC Pharma,Vadodara,Branch B,Raj,
2025-01-10 00:00:00,INV-7150,Cough Syrup,Syrup,B-33,2025-12-13,969,50.02,48469.380000000005,HealthPlus,Ahmedabad,Branch A,Amit,Partial
2025-09-30 00:00:00,INV-7183,Paracetamol 500mg,Tablet,B-1,2025-10-04,371,93.81,34803.51,ABC Pharma,Vadodara,Branch B,Priya,Partial
2025-10-14 00:00:00,INV-1776,Azithromycin 250mg,Syrup,B-28,2025-01-31,245,94.24,23088.8,ABC Pharma,Vadodara,Branch A,Neha,Paid
2025-11-08 00:00:00,INV-2122,Cough Syrup,Syrup,B-1,2025-01-26,367,47.01,17252.67,Medico Supplies,Vadodara,Branch A,Amit,Pending
2025-05-11 00:00:00,INV-9347,Paracetamol 500mg,Capsule,B-22,2025-04-13,411,64.46,26493.059999999998,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-12-21 00:00:00,INV-7167,Ibuprofen 400mg,Syrup,B-50,2025-06-18,891,58.36,51998.76,HealthPlus,Vadodara,Branch A,Neha,Pending
2025-12-27 00:00:00,INV-4889,Ibuprofen 400mg,Capsule,B-42,2025-02-01,905,13.73,12425.65,Medico Supplies,Vadodara,Branch B,Priya,Pending
2025-12-15 00:00:00,INV-8165,Azithromycin 250mg,Syrup,B-21,2025-09-14,230,22.98,5285.400000000001,Medico Supplies,Vadodara,Branch B,Neha,
2025-06-10 00:00:00,INV-3091,Vitamin D Capsules,Capsule,B-33,2025-11-12,593,64.72,38378.96,Care Distributors,Vadodara,Branch B,Priya,Partial
2025-06-30 00:00:00,INV-3995,Azithromycin 250mg,Syrup,B-30,2025-09-10,534,21.96,11726.640000000001,HealthPlus,Vadodara,Branch A,Amit,Pending
2025-01-19 00:00:00,INV-1798,Cough Syrup,Syrup,B-31,2025-02-19,783,83.51,65388.33,ABC Pharma,Ahmedabad,Branch A,Raj,Partial
2025-03-23 00:00:00,INV-1543,Azithromycin 250mg,Capsule,B-20,2025-10-20,520,5.68,2953.6,Medico Supplies,Ahmedabad,Branch B,Priya,
2025-05-05 00:00:00,INV-5939,Vitamin D Capsules,Capsule,B-1,2025-07-23,866,45.83,39688.78,HealthPlus,Vadodara,Branch B,Neha,
2025-10-08 00:00:00,INV-9998,Azithromycin 250mg,Syrup,B-17,2025-04-05,170,31.11,5288.7,ABC Pharma,Ahmedabad,Branch B,Raj,
2025-10-20 00:00:00,INV-4733,Cough Syrup,Capsule,B-46,2025-02-27,783,59.05,46236.149999999994,Medico Supplies,Vadodara,Branch B,Amit,Paid
2025-07-04 00:00:00,INV-2142,Cough Syrup,Syrup,B-48,2025-02-13,440,47.28,20803.2,HealthPlus,Vadodara,Branch B,Priya,Paid
2025-07-15 00:00:00,INV-2602,Vitamin D Capsules,Capsule,B-49,2025-11-08,2,47.87,95.74,ABC Pharma,Ahmedabad,Branch B,Raj,Partial
2025-10-08 00:00:00,INV-4084,Paracetamol 500mg,Syrup,B-13,2025-10-08,911,93.41,85096.51,Care Distributors,Vadodara,Branch B,Amit,
2025-03-23 00:00:00,INV-1598,Ibuprofen 400mg,Syrup,B-46,2025-07-11,199,61.33,12204.67,HealthPlus,Vadodara,Branch B,Raj,Partial
2025-03-09 00:00:00,INV-6009,Azithromycin 250mg,Syrup,B-8,2025-06-11,497,60.46,30048.62,Care Distributors,Ahmedabad,Branch B,Amit,
2025-01-17 00:00:00,INV-1299,Paracetamol 500mg,Capsule,B-49,2025-02-12,978,95.54,93438.12000000001,Care Distributors,Vadodara,Branch A,Priya,Pending
2025-01-06 00:00:00,INV-3380,Paracetamol 500mg,Syrup,B-21,2025-02-22,875,30.95,27081.25,ABC Pharma,Vadodara,Branch B,Priya,Partial
2025-05-07 00:00:00,INV-8523,Ibuprofen 400mg,Capsule,B-6,2025-08-04,143,44.37,6344.91,ABC Pharma,Ahmedabad,Branch B,Raj,Pending
2025-01-25 00:00:00,INV-9644,Vitamin D Capsules,Tablet,B-42,2025-08-13,373,11.79,4397.67,Care Distributors,Ahmedabad,Branch A,Neha,
2025-07-02 00:00:00,INV-3286,Cough Syrup,Capsule,B-12,2025-05-28,235,64.3,15110.5,Medico Supplies,Vadodara,Branch B,Priya,Pending
2025-12-07 00:00:00,INV-5020,Paracetamol 500mg,Syrup,B-15,2025-10-25,298,16.86,,ABC Pharma,Vadodara,Branch A,Amit,
2025-08-14 00:00:00,INV-1593,Cough Syrup,Syrup,B-22,2025-03-30,607,40.07,,HealthPlus,Ahmedabad,Branch B,Amit,Pending
2025-07-27 00:00:00,INV-1955,Cough Syrup,Syrup,B-18,2025-11-29,63,84.98,5353.740000000001,ABC Pharma,Vadodara,Branch B,Priya,
2025-07-24 00:00:00,INV-4708,Vitamin D Capsules,Capsule,B-46,2025-04-25,258,59.99,15477.42,ABC Pharma,Ahmedabad,Branch A,Priya,Paid
2025-03-28 00:00:00,INV-7386,Azithromycin 250mg,Syrup,B-6,2025-10-08,122,18.59,,Medico Supplies,Ahmedabad,Branch A,Neha,Pending
2025-07-12 00:00:00,INV-4230,Cough Syrup,Capsule,B-45,2025-11-06,699,34.71,24262.29,ABC Pharma,Ahmedabad,Branch A,Amit,Pending
2025-04-02 00:00:00,INV-2768,Vitamin D Capsules,Tablet,B-25,2025-09-25,606,29.97,18161.82,HealthPlus,Vadodara,Branch B,Neha,Paid
2025-05-31 00:00:00,INV-5124,Azithromycin 250mg,Tablet,B-4,2025-11-21,215,5.43,1167.45,ABC Pharma,Vadodara,Branch B,Priya,
2025-10-21 00:00:00,INV-6431,Azithromycin 250mg,Capsule,B-21,2025-11-24,31,75.68,2346.0800000000004,ABC Pharma,Vadodara,Branch B,Amit,Paid
2025-05-04 00:00:00,INV-1400,Paracetamol 500mg,Tablet,B-11,2025-03-24,436,71.65,31239.4,Medico Supplies,Ahmedabad,Branch A,Amit,
2025-07-16 00:00:00,INV-9567,Vitamin D Capsules,Tablet,B-4,2025-09-14,801,35.71,28603.71,Medico Supplies,Ahmedabad,Branch A,Amit,Paid
2025-01-17 00:00:00,INV-3065,Cough Syrup,Tablet,B-17,2025-05-24,825,71.16,58707.0,Care Distributors,Ahmedabad,Branch B,Amit,Paid
2025-09-09 00:00:00,INV-3446,Azithromycin 250mg,Tablet,B-36,2025-06-21,818,54.55,44621.899999999994,HealthPlus,Vadodara,Branch B,Amit,Paid
2025-03-26 00:00:00,INV-6053,Azithromycin 250mg,Syrup,B-13,2025-12-04,-59,20.31,1198.29,HealthPlus,Ahmedabad,Branch B,Raj,Paid
,INV-1071,Azithromycin 250mg,Syrup,B-49,2025-11-24,312,9.85,3073.2,HealthPlus,Vadodara,Branch A,Neha,Pending
,INV-1899,Azithromycin 250mg,Tablet,B-8,2025-11-20,267,94.97,25356.989999999998,Medico Supplies,Ahmedabad,Branch A,Neha,Paid
2025-04-04 00:00:00,INV-9262,Cough Syrup,Capsule,B-23,2025-04-08,251,47.56,11937.560000000001,ABC Pharma,Vadodara,Branch A,Priya,Pending
2025-09-30 00:00:00,INV-1522,Cough Syrup,Capsule,B-7,2025-04-30,538,16.18,8704.84,Medico Supplies,Ahmedabad,Branch B,Priya,
2025-01-24 00:00:00,INV-3766,Vitamin D Capsules,Syrup,B-37,2025-08-01,793,54.86,43503.979999999996,Care Distributors,Ahmedabad,Branch A,Priya,
2025-04-27 00:00:00,INV-3730,Azithromycin 250mg,Tablet,B-23,2025-06-13,563,26.02,14649.26,ABC Pharma,Vadodara,Branch B,Neha,Paid
2025-03-01 00:00:00,INV-5436,Ibuprofen 400mg,Tablet,B-4,2025-01-11,255,81.41,20759.55,ABC Pharma,Vadodara,Branch B,Amit,
2025-09-09 00:00:00,INV-3819,Cough Syrup,Capsule,B-7,2025-02-25,419,76.58,,Care Distributors,Vadodara,Branch A,Priya,
2025-05-05 00:00:00,INV-1728,Azithromycin 250mg,Capsule,B-30,2025-04-20,466,62.78,29255.48,Care Distributors,Ahmedabad,Branch B,Priya,Paid
2025-03-01 00:00:00,INV-8600,Cough Syrup,Tablet,B-42,2025-03-20,346,16.39,5670.9400000000005,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-02-02 00:00:00,INV-1784,Azithromycin 250mg,Tablet,B-21,2025-06-30,391,88.41,34568.31,Medico Supplies,Ahmedabad,Branch B,Priya,Partial
2025-10-11 00:00:00,INV-6109,Vitamin D Capsules,Tablet,B-12,2025-01-18,267,28.29,7553.429999999999,Care Distributors,Vadodara,Branch A,Priya,Paid
2025-01-22 00:00:00,INV-5809,Ibuprofen 400mg,Syrup,B-50,2025-08-04,506,71.48,36168.880000000005,Care Distributors,Vadodara,Branch B,Raj,
2025-06-29 00:00:00,INV-5053,Vitamin D Capsules,Tablet,B-26,2025-07-30,112,14.36,,Care Distributors,Vadodara,Branch B,Priya,Paid
2025-04-19 00:00:00,INV-6829,Ibuprofen 400mg,Syrup,B-10,2025-08-05,682,63.2,43102.4,HealthPlus,Ahmedabad,Branch B,Raj,
2025-12-16 00:00:00,INV-3227,Azithromycin 250mg,Syrup,B-33,2025-10-05,925,32.91,30441.749999999996,Medico Supplies,Ahmedabad,Branch A,Raj,
2025-08-17 00:00:00,INV-5095,Ibuprofen 400mg,Syrup,B-46,2025-03-05,450,11.68,5256.0,Medico Supplies,Vadodara,Branch B,Amit,Pending
2025-01-26 00:00:00,INV-9772,Vitamin D Capsules,Tablet,B-30,2025-01-05,732,63.18,46247.76,HealthPlus,Ahmedabad,Branch A,Amit,Pending
2025-02-24 00:00:00,INV-7120,azithromycin 250mg,Capsule,B-36,2025-11-19,350,99.21,34723.5,ABC Pharma,Vadodara,Branch B,Amit,Partial
2025-10-26 00:00:00,INV-6354,Vitamin D Capsules,Capsule,B-10,2025-01-08,569,62.7,35676.3,ABC Pharma,Ahmedabad,Branch A,Raj,Pending
2025-06-03 00:00:00,INV-3929,Paracetamol 500mg,Syrup,B-46,2025-12-08,313,12.8,4006.4,Medico Supplies,Vadodara,Branch B,Amit,
2025-04-15 00:00:00,INV-9562,Ibuprofen 400mg,Syrup,B-33,2025-06-01,577,8.9,5135.3,ABC Pharma,Vadodara,Branch B,Amit,Paid
2025-02-20 00:00:00,INV-3181,Ibuprofen 400mg,Syrup,B-35,2025-08-31,348,77.92,27116.16,Medico Supplies,Vadodara,Branch B,Raj,Partial
2025-05-27 00:00:00,INV-6887,Azithromycin 250mg,Tablet,B-50,2025-11-04,158,69.94,11050.52,ABC Pharma,Vadodara,Branch A,Amit,Pending
2025-01-31 00:00:00,INV-4480,Ibuprofen 400mg,Capsule,B-24,2025-03-19,126,97.07,12230.82,Medico Supplies,Ahmedabad,Branch A,Priya,Pending
2025-05-04 00:00:00,INV-4203,Vitamin D Capsules,Tablet,B-41,2025-10-23,762,40.15,30594.3,Medico Supplies,Ahmedabad,Branch A,Amit,Paid
2025-12-03 00:00:00,INV-9227,Azithromycin 250mg,Capsule,B-42,2025-03-10,254,69.77,17721.579999999998,ABC Pharma,Vadodara,Branch A,Amit,
2025-08-23 00:00:00,INV-8338,Ibuprofen 400mg,Tablet,B-6,2025-06-10,671,74.45,49955.950000000004,Care Distributors,Ahmedabad,Branch A,Neha,
2025-12-21 00:00:00,INV-2551,Azithromycin 250mg,Tablet,B-1,2025-06-02,271,69.76,18904.960000000003,ABC Pharma,Vadodara,Branch A,Raj,
2025-10-05 00:00:00,INV-9085,Ibuprofen 400mg,Capsule,B-17,2025-06-27,625,26.52,16575.0,Care Distributors,Vadodara,Branch B,Priya,Pending
2025-01-14 00:00:00,INV-3903,Paracetamol 500mg,Syrup,B-27,2025-08-24,866,71.65,62048.9,Medico Supplies,Vadodara,Branch A,Raj,
2025-08-20 00:00:00,INV-8119,Azithromycin 250mg,Syrup,B-45,2025-11-14,904,72.88,65883.51999999999,Medico Supplies,Vadodara,Branch B,Amit,Partial
2025-09-06 00:00:00,INV-9981,Vitamin D Capsules,Capsule,B-11,2025-02-09,411,39.78,16349.58,ABC Pharma,Vadodara,Branch B,Raj,Partial
2025-02-03 00:00:00,INV-3456,Cough Syrup,Syrup,B-22,2025-03-24,681,60.29,41057.49,ABC Pharma,Ahmedabad,Branch B,Neha,Paid
2025-04-12 00:00:00,INV-6331,Azithromycin 250mg,Capsule,B-37,2025-01-01,334,53.03,17712.02,HealthPlus,Ahmedabad,Branch A,Raj,Partial
2025-10-18 00:00:00,INV-5641,Vitamin D Capsules,Tablet,B-36,2025-12-29,198,70.0,13860.0,HealthPlus,Ahmedabad,Branch A,Neha,
2025-10-30 00:00:00,INV-6104,ibuprofen 400mg,Capsule,B-41,2025-11-29,659,43.22,,Medico Supplies,Ahmedabad,Branch B,Amit,Paid
2025-03-23 00:00:00,INV-2985,Paracetamol 500mg,Capsule,B-5,2025-03-12,465,23.85,11090.25,HealthPlus,Vadodara,Branch A,Neha,
2025-03-01 00:00:00,INV-2521,Ibuprofen 400mg,Syrup,B-3,2025-06-21,206,23.25,4789.5,Care Distributors,Ahmedabad,Branch A,Priya,Partial
2025-07-03 00:00:00,INV-7920,Ibuprofen 400mg,Tablet,B-19,2025-06-27,957,80.17,76722.69,ABC Pharma,Vadodara,Branch B,Neha,Pending
2025-03-19 00:00:00,INV-8356,Paracetamol 500mg,Capsule,B-40,2025-07-06,317,27.85,8828.45,ABC Pharma,Ahmedabad,Branch A,Amit,Partial
2025-05-08 00:00:00,INV-4217,Ibuprofen 400mg,Syrup,B-43,2025-11-19,280,78.04,21851.2,Medico Supplies,Vadodara,Branch A,Amit,Paid
2025-06-13 00:00:00,INV-1451,Cough Syrup,Tablet,B-12,2025-05-21,727,82.51,59984.770000000004,HealthPlus,Ahmedabad,Branch B,Raj,Paid
2025-09-11 00:00:00,INV-9170,Azithromycin 250mg,Tablet,B-40,2025-05-22,794,24.99,19842.059999999998,Care Distributors,Ahmedabad,Branch B,Amit,Partial
2025-04-22 00:00:00,INV-4638,Paracetamol 500mg,Syrup,B-41,2025-03-29,825,81.19,,Medico Supplies,Vadodara,Branch B,Raj,
2025-03-04 00:00:00,INV-4356,Cough Syrup,Capsule,B-31,2025-07-07,203,10.35,2101.0499999999997,Medico Supplies,Vadodara,Branch A,Raj,Pending
2025-03-28 00:00:00,INV-4512,Ibuprofen 400mg,Tablet,B-18,2025-08-26,504,55.78,28113.12,Care Distributors,Vadodara,Branch A,Neha,Paid
2025-08-11 00:00:00,INV-4454,Vitamin D Capsules,Syrup,B-38,2025-04-04,657,95.2,62546.4,Care Distributors,Ahmedabad,Branch B,Amit,Partial
2025-11-17 00:00:00,INV-5790,Vitamin D Capsules,Tablet,B-42,2025-11-24,101,57.63,5820.63,Medico Supplies,Ahmedabad,Branch B,Priya,
2025-04-06 00:00:00,INV-8974,Azithromycin 250mg,Capsule,B-47,2025-10-14,830,92.93,77131.90000000001,HealthPlus,Vadodara,Branch A,Neha,Paid
2025-01-15 00:00:00,INV-9294,Paracetamol 500mg,Capsule,B-33,2025-02-13,283,19.93,5640.19,ABC Pharma,Vadodara,Branch B,Raj,Partial
2025-05-23 00:00:00,INV-7875,Paracetamol 500mg,Syrup,B-43,2025-03-05,393,22.24,8740.32,HealthPlus,Ahmedabad,Branch B,Amit,
2025-12-05 00:00:00,INV-9971,Azithromycin 250mg,Syrup,B-49,2025-12-29,866,50.42,43663.72,Medico Supplies,Vadodara,Branch B,Amit,Pending
2025-12-15 00:00:00,INV-3084,ibuprofen 400mg,Syrup,B-8,2025-05-10,104,62.27,6476.08,Care Distributors,Ahmedabad,Branch A,Raj,
2025-03-16 00:00:00,INV-6342,Paracetamol 500mg,Tablet,B-45,2025-07-16,980,7.47,7320.599999999999,ABC Pharma,Vadodara,Branch A,Raj,Partial
2025-09-17 00:00:00,INV-5771,Azithromycin 250mg,Tablet,B-9,2025-03-06,677,26.98,18265.46,Medico Supplies,Ahmedabad,Branch B,Neha,Partial
2025-08-25 00:00:00,INV-5964,Vitamin D Capsules,Syrup,B-25,2025-08-05,529,31.59,16711.11,Care Distributors,Ahmedabad,Branch B,Raj,Paid
2025-01-08 00:00:00,INV-1426,Ibuprofen 400mg,Syrup,B-25,2025-12-09,175,29.16,5103.0,Care Distributors,Vadodara,Branch A,Priya,Partial
2025-07-20 00:00:00,INV-9647,Ibuprofen 400mg,Capsule,B-35,2025-05-08,598,71.66,42852.68,Medico Supplies,Ahmedabad,Branch B,Neha,Paid
2025-05-14 00:00:00,INV-7371,Ibuprofen 400mg,Tablet,B-48,2025-03-16,347,84.47,29311.09,HealthPlus,Ahmedabad,Branch B,Raj,Paid
